index_code,date,open,close,low,high,volume,money,change,label
sh000001,1991/1/28,131.46,131.46,131.46,131.55,5107000,2565600,-0.004468005,130.97
sh000001,1991/1/29,130.95,130.95,130.95,130.97,1387000,710700,-0.003879507,130.95
sh000001,1991/1/30,130.44,130.44,130.41,130.95,527000,260700,-0.003894616,130.46
sh000001,1991/1/31,129.93,129.97,129.93,130.46,510000,244700,-0.003603189,129.97
sh000001,1991/2/1,129.5,129.51,129.45,129.97,345000,140900,-0.003539278,129.58
sh000001,1991/2/4,129.05,129.05,129.05,129.58,553000,273700,-0.003551849,128.58
sh000001,1991/2/5,128.56,128.58,128.53,128.58,8562000,4250100,-0.003641999,129.15
sh000001,1991/2/6,129.13,129.14,128.06,129.15,6641000,3847300,0.004355265,129.79
sh000001,1991/2/7,129.74,129.79,129.14,129.79,2133000,1504800,0.005033297,130.39
sh000001,1991/2/8,130.36,130.38,129.79,130.39,1234000,879900,0.004545805,130.97
sh000001,1991/2/11,130.92,130.97,130.39,130.97,9317000,4834900,0.004525234,131.56
sh000001,1991/2/12,131.54,131.35,130.97,131.56,3774000,1987000,0.002901428,131.93
sh000001,1991/2/13,131.93,131.92,131.35,131.93,1152000,673700,0.004339551,132.53
sh000001,1991/2/14,132.53,132.53,132.3,132.53,3624000,1883100,0.004624015,133.14
sh000001,1991/2/19,133.12,133.13,133.08,133.14,1748000,1216200,0.004527277,133.67
sh000001,1991/2/20,133.63,133.67,133.13,133.67,876000,520700,0.004056186,134.28
sh000001,1991/2/21,134.24,134.28,133.67,134.28,3220000,1771700,0.004563477,134.87
sh000001,1991/2/22,134.85,134.87,134.28,134.87,3427000,2003800,0.004393804,134.87
sh000001,1991/2/25,134.37,134.4,134.33,134.87,810000,621000,-0.003484837,134.44
sh000001,1991/2/26,133.9,133.93,133.9,134.44,1094000,2545700,-0.003497024,133.98
sh000001,1991/2/27,133.44,133.47,133.44,133.98,214000,142000,-0.00343463,133.52
sh000001,1991/2/28,132.99,133.01,132.98,133.52,2258000,1188000,-0.003446467,132.53
sh000001,1991/3/1,132.53,132.53,132.47,132.53,7124000,3777300,-0.003608751,132.09
sh000001,1991/3/4,132.09,131.99,131.98,132.09,2518000,1418000,-0.004074549,131.99
sh000001,1991/3/5,131.42,131.46,131.41,131.99,982000,934700,-0.004015456,130.95
sh000001,1991/3/6,130.89,130.94,130.89,130.95,719000,1345400,-0.003955576,130.94
sh000001,1991/3/7,130.41,130.41,130.41,130.94,568000,427500,-0.004047655,130.41
sh000001,1991/3/8,129.84,129.89,129.84,130.41,933000,541800,-0.003987424,129.89
sh000001,1991/3/11,129.3,129.31,129.3,129.89,514000,299500,-0.004465317,129.31
sh000001,1991/3/12,128.73,128.77,128.73,129.31,957000,783100,-0.004176011,128.77
sh000001,1991/3/13,126.13,126.15,126.13,128.77,498000,418300,-0.020346354,126.15
sh000001,1991/3/14,125.61,125.63,125.61,126.15,326000,242600,-0.004122077,125.62
sh000001,1991/3/15,125.08,125.17,125.08,125.62,790000,403500,-0.003661546,125.17
sh000001,1991/3/18,124.7,124.71,124.69,125.17,1250000,1210400,-0.003675002,124.71
sh000001,1991/3/19,124.23,124.22,124.22,124.71,892000,682900,-0.003929116,124.21
sh000001,1991/3/20,123.66,123.66,123.63,124.21,678000,433100,-0.004508131,123.66
sh000001,1991/3/21,123.14,123.12,123.12,123.66,151000,131100,-0.004366812,123.12
sh000001,1991/3/22,122.62,122.62,122.62,123.12,207000,120100,-0.004061079,122.62
sh000001,1991/3/25,122.12,122.12,122.1,122.62,443000,324200,-0.004077638,122.14
sh000001,1991/3/26,121.62,121.62,121.62,122.14,1164000,709000,-0.004094333,121.64
sh000001,1991/3/27,121.12,121.12,121.12,121.64,668000,366000,-0.004111166,121.15
sh000001,1991/3/28,120.65,120.61,120.61,121.15,961000,505700,-0.0042107,120.61
sh000001,1991/3/29,120.16,120.19,120.11,120.61,2185000,2186200,-0.003482298,120.73
sh000001,1991/4/1,120.69,120.73,119.68,120.73,11999000,5666700,0.004492886,121.29
sh000001,1991/4/2,121.21,121.21,120.73,121.29,816000,387600,0.003975814,121.71
sh000001,1991/4/3,121.71,121.71,121.21,121.71,2063000,977200,0.004125072,122.2
sh000001,1991/4/4,122.2,121.72,121.24,122.2,10517000,5045900,8.22E-05,121.73
sh000001,1991/4/5,121.07,121.54,121.03,121.73,11589000,6035600,-0.001478804,121.11
sh000001,1991/4/8,121.11,121.09,121.05,121.11,1862000,1675800,-0.003702485,121.1
sh000001,1991/4/9,120.6,120.62,120.6,121.1,320000,297100,-0.003881411,120.62
sh000001,1991/4/10,120.15,120.16,120.09,120.62,466000,281200,-0.00381363,120.16
sh000001,1991/4/11,119.64,119.64,119.62,120.16,239000,576800,-0.004327563,119.65
sh000001,1991/4/12,119.2,119.21,119.15,119.65,399000,301300,-0.003594116,119.22
sh000001,1991/4/15,118.73,118.77,118.72,119.22,301000,387000,-0.003690966,118.77
sh000001,1991/4/16,118.36,118.34,118.34,118.77,105000,177200,-0.003620443,118.34
sh000001,1991/4/17,117.92,117.9,117.89,118.34,201000,259500,-0.0037181,117.93
sh000001,1991/4/18,117.45,117.45,117.45,117.93,178000,133900,-0.003816794,117.5
sh000001,1991/4/19,117.08,117.08,117.05,117.5,646000,424700,-0.003150277,117.08
sh000001,1991/4/22,116.63,116.63,116.58,117.08,430000,321300,-0.003843526,116.63
sh000001,1991/4/23,116.21,116.19,116.15,116.63,282000,264400,-0.003772614,116.19
sh000001,1991/4/24,115.7,115.79,115.7,116.19,148000,121800,-0.003442637,115.79
sh000001,1991/4/25,115.38,115.36,115.33,115.79,1495000,998900,-0.003713619,116.31
sh000001,1991/4/26,116.31,115.56,114.52,116.31,13354000,5806800,0.001733703,116.29
sh000001,1991/4/29,114.86,114.75,114.75,116.29,8411000,3610700,-0.007009346,114.87
sh000001,1991/4/30,113.89,113.94,113.89,114.87,4850000,2734200,-0.007058824,113.2
sh000001,1991/5/2,113.04,113.16,113.03,113.2,1465000,1124000,-0.006845708,113.17
sh000001,1991/5/3,112.46,112.41,112.3,113.17,4230000,2386900,-0.006627784,112.41
sh000001,1991/5/6,111.65,111.61,111.57,112.41,2764000,1423600,-0.007116805,110.9
sh000001,1991/5/7,110.8,110.82,110.8,110.9,1875000,907000,-0.007078219,110.82
sh000001,1991/5/8,110.16,110.03,110,110.82,423000,375200,-0.007128677,110.12
sh000001,1991/5/9,109.36,109.29,109.31,110.12,2266000,1215600,-0.006725439,109.4
sh000001,1991/5/10,108.61,108.53,108.53,109.4,249000,313200,-0.006953976,107.88
sh000001,1991/5/13,107.88,107.84,107.74,107.88,235000,182300,-0.006357689,107.84
sh000001,1991/5/14,107.21,107.19,107.06,107.84,267000,185400,-0.006027448,106.6
sh000001,1991/5/15,106.56,106.57,106.42,106.6,390000,307700,-0.005784122,105.86
sh000001,1991/5/16,105.83,105.77,105.69,105.86,3108000,1445900,-0.007506803,106.75
sh000001,1991/5/17,105.12,106.75,104.96,106.75,20192000,7633100,0.009265387,107.82
sh000001,1991/5/20,107.76,107.82,106.71,107.82,863000,924200,0.010023419,108.89
sh000001,1991/5/21,108.89,108.81,108.62,108.89,771000,1309600,0.00918197,109.82
sh000001,1991/5/22,109.71,108.25,108.11,109.82,18677000,7967000,-0.005146586,109.16
sh000001,1991/5/23,107.52,109.08,107.35,109.16,5609000,2770500,0.007667436,110.08
sh000001,1991/5/24,110.07,110.08,109.82,110.08,1024000,661000,0.009167583,111.07
sh000001,1991/5/27,111.05,110.66,109.47,111.07,8619000,3827800,0.005268895,111.68
sh000001,1991/5/28,111.61,111.68,111.36,111.68,1630000,970500,0.009217423,112.75
sh000001,1991/5/29,112.75,112.75,111.67,112.75,530000,1320600,0.009580946,113.82
sh000001,1991/5/30,113.74,113.82,112.77,113.82,388000,753500,0.009490022,114.83
sh000001,1991/5/31,114.83,114.83,113.84,114.83,1211000,1470500,0.00887366,115.97
sh000001,1991/6/3,115.9,115.97,114.89,115.97,954000,1643100,0.009927719,117.12
sh000001,1991/6/4,117.12,117.12,116.83,117.12,3603000,2018600,0.009916358,118.17
sh000001,1991/6/5,118.17,118.17,117.14,118.17,308000,279300,0.008965164,119.33
sh000001,1991/6/6,119.26,119.35,118.17,119.33,266000,160500,0.009985614,120.47
sh000001,1991/6/7,120.46,120.47,119.35,120.47,100000,83200,0.009384164,121.67
sh000001,1991/6/10,121.65,121.67,120.47,121.67,400000,458900,0.009960986,122.89
sh000001,1991/6/11,122.89,122.89,121.67,122.89,543000,375000,0.010027123,124.11
sh000001,1991/6/12,123.9,124.11,122.89,124.11,1372000,735400,0.009927578,125.34
sh000001,1991/6/13,125.33,125.34,123.65,125.34,20868000,11563800,0.009910563,126.34
sh000001,1991/6/14,124.47,124.53,124.47,126.34,6633000,3541100,-0.006462422,125.77
sh000001,1991/6/17,125.63,125.77,123.54,125.77,6933000,4056700,0.00995744,127.03
sh000001,1991/6/18,127.03,127.03,126.67,127.03,2030000,1015100,0.010018287,128.29
sh000001,1991/6/19,128.12,128.29,127.03,128.29,1481000,744100,0.009918917,129.57
sh000001,1991/6/20,129.55,129.57,129.21,129.57,2299000,1321300,0.009977395,130.86
sh000001,1991/6/21,130.72,130.86,128.81,130.86,13613000,7746500,0.009956008,132.17
sh000001,1991/6/24,132.1,132.17,131.8,132.17,1960000,1657800,0.010010698,133.49
sh000001,1991/6/25,133.48,133.49,132.17,133.49,1624000,1296000,0.009987138,134.83
sh000001,1991/6/26,134.83,134.83,133.49,134.83,3409000,2150000,0.010038205,136.19
sh000001,1991/6/27,136.04,136.19,134.83,136.19,4497000,2521200,0.010086776,137.56
sh000001,1991/6/28,137.41,137.56,136.19,137.56,4935000,3033000,0.010059476,138.62
sh000001,1991/7/1,136.64,136.85,136.56,138.62,22940000,12469900,-0.005161384,135.96
sh000001,1991/7/2,135.91,135.96,135.69,135.96,2838000,3794100,-0.006503471,135.96
sh000001,1991/7/3,135.28,135.27,134.98,135.96,2715000,1818500,-0.005075022,136.63
sh000001,1991/7/4,136.63,136.63,134.19,136.63,13394000,8095100,0.010053966,137.68
sh000001,1991/7/5,136.01,135.96,135.9,137.68,14540000,9394900,-0.004903755,135.28
sh000001,1991/7/8,135.26,135.28,134.93,135.28,5874000,2925900,-0.005001471,136.57
sh000001,1991/7/9,136.56,134.64,134.31,136.57,8442000,4174800,-0.004730928,135.6
sh000001,1991/7/10,134.4,133.99,133.72,135.6,6023000,2894600,-0.004827689,133.99
sh000001,1991/7/11,133.22,133.38,133.13,133.99,5073000,2417900,-0.004552579,133.38
sh000001,1991/7/12,132.8,132.8,132.42,133.38,3144000,1484100,-0.004348478,134.1
sh000001,1991/7/15,133.9,133.14,131.87,134.1,11938000,5534900,0.002560241,134.47
sh000001,1991/7/16,134.39,134.47,133.14,134.47,2796000,1328500,0.009989485,135.81
sh000001,1991/7/17,135.81,135.81,135.39,135.81,660000,397500,0.009965048,137.17
sh000001,1991/7/18,137.17,137.17,135.81,137.17,847000,464400,0.01001399,138.54
sh000001,1991/7/19,137.66,136.7,136.66,138.54,10823000,5242800,-0.003426405,138.07
sh000001,1991/7/22,138.07,138.07,136.7,138.07,2764000,1423200,0.010021946,139.39
sh000001,1991/7/23,139.35,139.39,138.07,139.39,7241000,3548600,0.009560368,140.74
sh000001,1991/7/24,140.66,140.68,138.69,140.74,5988000,2901500,0.009254609,141.01
sh000001,1991/7/25,140.2,140.19,139.99,141.01,8390000,4080900,-0.003483082,141.46
sh000001,1991/7/26,140.11,140.66,139.27,141.46,9279000,4520800,0.003352593,141.72
sh000001,1991/7/29,141.22,141.52,140.81,141.72,4771000,2350300,0.006114034,142.45
sh000001,1991/7/30,142.39,142.39,141.39,142.45,5601000,2718000,0.006147541,143.8
sh000001,1991/7/31,143.72,143.8,142.39,143.8,4051000,1993200,0.009902381,145.24
sh000001,1991/8/1,145.12,145.24,143.8,145.24,4731000,2310500,0.010013908,146.68
sh000001,1991/8/2,146.49,146.68,145.44,146.68,11744000,5825100,0.009914624,148.15
sh000001,1991/8/5,148.06,148.15,146.68,148.15,5126000,2594000,0.010021816,149.62
sh000001,1991/8/6,149.62,149.62,148.15,149.62,2001000,1065500,0.009922376,151.12
sh000001,1991/8/7,150.93,151.12,149.62,151.12,1107000,580200,0.010025398,152.61
sh000001,1991/8/8,152.57,152.61,151.12,152.61,1951000,1045400,0.009859714,154.1
sh000001,1991/8/9,153.9,154.1,152.61,154.1,3715000,1990400,0.009763449,155.54
sh000001,1991/8/12,155.34,155.54,154.1,155.54,3919000,2154200,0.009344581,157.07
sh000001,1991/8/13,156.87,157.07,155.54,157.07,20039000,10529700,0.009836698,158.63
sh000001,1991/8/14,158.3,158.63,158.11,158.63,5480000,2929200,0.009931878,160.21
sh000001,1991/8/15,159.92,160.21,158.63,160.21,1537000,850800,0.009960285,161.6
sh000001,1991/8/16,161.56,161.6,160.21,161.6,984000,581300,0.008676113,163.21
sh000001,1991/8/19,163.21,163.21,161.6,163.21,985000,615000,0.009962871,164.84
sh000001,1991/8/20,164.74,164.84,163.21,164.84,573000,388300,0.009987133,166.49
sh000001,1991/8/21,166.49,166.49,164.84,166.49,3411000,2106400,0.010009706,168.16
sh000001,1991/8/22,167.81,168.16,166.49,168.16,1296000,845700,0.010030632,169.81
sh000001,1991/8/23,169.81,169.81,168.16,169.81,605000,502600,0.009812084,171.51
sh000001,1991/8/26,171.51,171.51,169.81,171.51,643000,518100,0.010011189,173.19
sh000001,1991/8/27,173.06,173.19,171.51,173.19,796000,521000,0.009795347,174.92
sh000001,1991/8/28,174.82,174.92,173.19,174.92,804000,511400,0.009989029,176.66
sh000001,1991/8/29,176.53,176.66,174.92,176.66,2608000,1629100,0.009947405,178.43
sh000001,1991/8/30,178.2,178.43,176.66,178.43,6759000,4219200,0.010019246,180.22
sh000001,1991/9/2,180.08,180.22,178.43,180.22,1408000,886900,0.010031945,181.97
sh000001,1991/9/3,181.71,181.97,180.22,181.97,1475000,940300,0.009710354,183.69
sh000001,1991/9/4,183.66,183.69,181.97,183.69,650000,470000,0.009452107,185.51
sh000001,1991/9/5,185.48,185.51,183.69,185.51,1514000,1095200,0.009907997,187.36
sh000001,1991/9/6,187.09,187.36,185.51,187.36,2765000,1761300,0.009972508,189.24
sh000001,1991/9/9,189.1,189.24,187.36,189.24,3552000,2349600,0.010034159,190.98
sh000001,1991/9/10,190.98,188.33,188.19,190.98,33434000,21507800,-0.004808709,187.29
sh000001,1991/9/11,187.29,187.22,186.86,187.29,21392000,14677400,-0.00589391,187.4
sh000001,1991/9/12,186.22,186.22,186.07,187.4,19699000,16265700,-0.00534131,188.04
sh000001,1991/9/13,188,187.79,185.01,188.04,37434000,24035000,0.008430888,189.66
sh000001,1991/9/16,189.55,189.66,187.79,189.66,9933000,6343200,0.009957932,191.18
sh000001,1991/9/17,191.16,188.65,188.28,191.18,28829000,18623900,-0.005325319,188.59
sh000001,1991/9/18,187.26,187.63,187.18,188.59,15822000,11015600,-0.005406838,189.21
sh000001,1991/9/19,187.65,186.88,186.49,189.21,23439000,14607500,-0.003997229,187.21
sh000001,1991/9/20,185.77,185.92,185.66,187.21,12075000,7417600,-0.005136986,185.92
sh000001,1991/9/23,185,185,184.71,185.92,4034000,2806700,-0.004948365,185.04
sh000001,1991/9/24,183.96,184.08,183.69,185.04,1426000,1002700,-0.004972973,184.08
sh000001,1991/9/25,182.8,183.19,182.8,184.08,1389000,934100,-0.004834854,183.19
sh000001,1991/9/26,182.21,182.33,181.93,183.19,6541000,4620200,-0.004694579,183.89
sh000001,1991/9/27,183.12,181.82,181.19,183.89,33728000,20416500,-0.002797126,181.95
sh000001,1991/9/30,180.28,180.92,180.27,181.95,25594000,22336000,-0.004949951,182.48
sh000001,1991/10/3,181.55,182.48,179.8,182.48,18741000,12330000,0.008622596,184.29
sh000001,1991/10/4,184.29,184.29,183.59,184.29,7360000,5040000,0.009918895,186
sh000001,1991/10/7,185.95,186,185.41,186,11369000,7291200,0.009278854,187.61
sh000001,1991/10/8,187.59,187.49,186,187.61,23745000,15241600,0.008010753,189.12
sh000001,1991/10/9,188.49,189.12,186.31,189.12,20989000,13440100,0.008693797,191.01
sh000001,1991/10/10,190.71,191.01,189.12,191.01,6638000,4333500,0.009993655,192.88
sh000001,1991/10/11,192.84,192.85,191.01,192.88,10981000,7251800,0.009633004,194.69
sh000001,1991/10/14,194.06,194.67,192.32,194.69,21493000,13948000,0.009437387,196.61
sh000001,1991/10/15,196.58,196.61,194.67,196.61,11002000,7265200,0.009965583,198.57
sh000001,1991/10/16,198.51,198.57,196.61,198.57,9562000,6274000,0.009968974,200.51
sh000001,1991/10/17,200.5,200.51,198.57,200.51,6077000,4136300,0.009769854,202.51
sh000001,1991/10/18,202.5,202.51,200.51,202.51,2968000,2384100,0.009974565,204.53
sh000001,1991/10/21,204.53,204.53,202.51,204.53,3537000,2514300,0.009974816,206.53
sh000001,1991/10/22,206.06,206.53,204.53,206.53,2128000,1521100,0.009778517,208.25
sh000001,1991/10/23,208.06,208.25,206.53,208.25,2623000,1980100,0.008328088,210.2
sh000001,1991/10/24,210.2,210.07,208.25,210.2,19357000,13174200,0.008739496,211.97
sh000001,1991/10/25,210.34,211.86,209.71,211.97,32650000,22263100,0.008520969,213.98
sh000001,1991/10/28,213.5,213.98,211.86,213.98,3217000,2357900,0.010006608,215.78
sh000001,1991/10/29,215.63,215.78,213.98,215.78,2697000,2069700,0.008412001,216.43
sh000001,1991/10/30,216.37,216.43,215.78,216.43,2380000,1814500,0.003012327,218.6
sh000001,1991/10/31,218.59,218.6,216.43,218.6,3929000,2914700,0.010026336,220.72
sh000001,1991/11/1,220.71,220.72,218.6,220.72,5906000,4313400,0.009698079,222.77
sh000001,1991/11/4,222.77,222.77,220.79,222.77,4474000,3352300,0.009287785,224.65
sh000001,1991/11/5,224.44,224.65,222.77,224.65,2805000,2225600,0.008439197,226.88
sh000001,1991/11/6,226.83,226.88,224.65,226.88,2848000,2188100,0.009926552,228.93
sh000001,1991/11/7,228.93,228.93,226.88,228.93,4833000,4085100,0.009035614,231.22
sh000001,1991/11/8,230.99,231.22,228.93,231.22,14406000,11039100,0.010003058,233.55
sh000001,1991/11/11,233.48,233.55,231.22,233.55,2474000,2130800,0.010076983,235.8
sh000001,1991/11/12,235.75,235.8,233.55,235.8,895000,914400,0.009633911,236.67
sh000001,1991/11/13,236.51,236.67,235.8,236.67,799000,880000,0.003689567,237.45
sh000001,1991/11/14,237.39,237.45,236.67,237.45,862000,940100,0.003295728,238.25
sh000001,1991/11/15,238.25,238.25,237.45,238.25,2058000,1914800,0.00336913,240.62
sh000001,1991/11/18,240.04,240.62,238.25,240.62,1885000,1534400,0.009947534,242.24
sh000001,1991/11/19,242.24,242.24,240.62,242.24,2310000,2040900,0.006732607,244.5
sh000001,1991/11/20,244.5,244.5,242.24,244.5,2325000,1929100,0.00932959,246.31
sh000001,1991/11/21,246.26,246.31,244.5,246.31,2155000,2030500,0.007402863,248.53
sh000001,1991/11/22,248.24,248.53,246.31,248.53,2133000,1954500,0.009013032,250.85
sh000001,1991/11/25,250.84,250.85,248.53,250.85,2331000,1964000,0.009334889,252.97
sh000001,1991/11/26,252.9,252.97,250.85,252.97,2454000,2326600,0.008451266,255.45
sh000001,1991/11/27,255.27,255.45,252.97,255.45,2120000,1756900,0.009803534,257.35
sh000001,1991/11/28,257.28,257.35,255.45,257.35,2502000,2251800,0.007437855,259.85
sh000001,1991/11/29,259.68,259.6,257.35,259.85,33695000,28453900,0.008742957,262.19
sh000001,1991/12/2,261.78,262.19,259.67,262.19,19128000,16310200,0.009976888,264.81
sh000001,1991/12/3,264.64,264.81,262.19,264.81,1101000,1207600,0.009992753,265.77
sh000001,1991/12/4,265.53,265.77,264.81,265.77,742000,903300,0.003625241,266.66
sh000001,1991/12/5,266.48,266.66,265.77,266.66,2050000,2100300,0.00334876,269.35
sh000001,1991/12/6,269.34,269.35,266.66,269.35,1613000,1798900,0.010087752,270.27
sh000001,1991/12/9,270.27,270.27,269.35,270.27,1631000,1648800,0.00341563,272.91
sh000001,1991/12/10,270.27,272.91,270.27,272.91,516000,665500,0.00976801,273.71
sh000001,1991/12/11,273.53,273.71,272.91,273.71,669000,859000,0.002931369,274.41
sh000001,1991/12/12,274.41,274.41,273.71,274.41,1577000,1644200,0.002557451,277
sh000001,1991/12/13,276.81,277,274.41,277,746000,962300,0.009438432,277.85
sh000001,1991/12/16,277.53,277.85,277,277.85,580000,817000,0.003068592,278.68
sh000001,1991/12/17,278.67,278.68,277.85,278.68,493000,755000,0.002987223,279.51
sh000001,1991/12/18,279.32,279.51,278.68,279.51,760000,893300,0.002978326,280.17
sh000001,1991/12/19,279.98,280.17,279.51,280.17,1094000,1242700,0.002361275,282.83
sh000001,1991/12/20,282.83,282.83,280.63,282.83,4393000,6268700,0.009494236,285.65
sh000001,1991/12/23,285.65,285.65,282.83,285.65,1046000,1182100,0.009970654,286.22
sh000001,1991/12/24,285.74,286.22,285.65,286.22,486000,593400,0.001995449,287.15
sh000001,1991/12/25,287.09,287.15,286.22,287.15,573000,873600,0.003249249,288.03
sh000001,1991/12/26,288.03,288.03,287.15,288.03,1168000,1422400,0.0030646,290.85
sh000001,1991/12/27,290.65,290.85,288.03,290.85,1551000,1789500,0.009790647,291.71
sh000001,1991/12/30,291.71,291.71,290.85,291.71,1165000,1881100,0.002956851,292.75
sh000001,1991/12/31,292.48,292.75,291.71,292.75,584000,858900,0.003565185,293.75
sh000001,1992/1/2,293.74,293.75,292.76,293.75,928000,1339600,0.003415884,296.52
sh000001,1992/1/3,296.24,296.52,293.75,296.52,1436000,1842200,0.009429787,297.68
sh000001,1992/1/6,297.68,297.68,296.52,297.68,3400000,4236000,0.003912046,298.77
sh000001,1992/1/7,298.54,298.77,297.68,298.77,892000,1064000,0.00366165,299.66
sh000001,1992/1/8,299.65,299.66,298.77,299.66,659000,930500,0.00297888,300.62
sh000001,1992/1/9,300.61,300.62,299.66,300.62,943000,1244800,0.003203631,301.83
sh000001,1992/1/10,301.82,301.83,300.62,301.83,1605000,2629600,0.004025015,303.06
sh000001,1992/1/13,302.83,303.06,302,303.06,725000,1097500,0.004075142,305.74
sh000001,1992/1/14,304.77,305.74,303.06,305.74,632000,858500,0.008843133,306.63
sh000001,1992/1/15,306.62,306.63,305.74,306.63,259000,315000,0.00291097,306.85
sh000001,1992/1/16,306.85,306.85,306.63,306.85,378000,488300,0.000717477,307.38
sh000001,1992/1/17,307.37,307.38,306.85,307.38,250000,321900,0.001727228,307.39
sh000001,1992/1/20,307.38,307.39,307.38,307.39,445000,503000,3.25E-05,307.87
sh000001,1992/1/21,307.87,307.87,307.39,307.87,534000,650500,0.001561534,307.95
sh000001,1992/1/22,307.95,307.95,307.87,307.95,312000,439900,0.00025985,308.53
sh000001,1992/1/23,308.53,308.53,307.95,308.53,413000,583200,0.001883423,309.05
sh000001,1992/1/24,309.05,309.05,308.53,309.05,722000,1004000,0.001685411,311.61
sh000001,1992/1/27,311.6,311.61,309.05,311.61,562000,750800,0.008283449,311.84
sh000001,1992/1/28,311.67,311.84,311.61,311.84,664000,822800,0.000738102,312.58
sh000001,1992/1/29,312.41,312.42,311.84,312.58,401000,450200,0.001859928,312.73
sh000001,1992/1/30,312.73,312.73,312.42,312.73,391000,543800,0.000992254,313.24
sh000001,1992/1/31,313.24,313.24,312.73,313.24,354000,586800,0.0016308,314.18
sh000001,1992/2/3,314.18,314.18,313.24,314.18,305000,583300,0.003000894,314.72
sh000001,1992/2/7,314.72,314.72,314.18,314.72,327000,527500,0.00171876,315.56
sh000001,1992/2/10,315.55,315.56,314.72,315.56,354000,586600,0.002669039,316.43
sh000001,1992/2/11,316.12,316.43,315.56,316.43,296000,460200,0.002757003,316.44
sh000001,1992/2/12,316.43,316.44,316.43,316.44,270000,397300,3.16E-05,317.57
sh000001,1992/2/13,317.24,317.04,317.06,317.57,1020000,1686900,0.001896094,319.68
sh000001,1992/2/14,319.45,319.68,317.04,319.68,457000,770900,0.008327025,319.77
sh000001,1992/2/17,319.77,319.77,319.68,319.77,6369000,13782100,0.000281532,339.16
sh000001,1992/2/18,338.98,337.11,319.77,339.16,7407000,12655300,0.054226475,342.41
sh000001,1992/2/19,340.5,342.41,337.11,342.41,9401000,16501600,0.015721871,348.01
sh000001,1992/2/20,345.22,347.99,342.41,348.01,10341000,20004800,0.016296253,359.93
sh000001,1992/2/21,358.91,359.59,347.99,359.93,11582000,19254200,0.033334291,361.62
sh000001,1992/2/24,361.11,360.5,359.59,361.62,30157000,18038400,0.00253066,361.29
sh000001,1992/2/25,359.66,360.37,357.07,361.29,4862000,8037600,-0.00036061,360.76
sh000001,1992/2/26,359.85,360.1,359.27,360.76,5753000,8082700,-0.00074923,363.03
sh000001,1992/2/27,361,362.45,360.1,363.03,9524000,17931400,0.006525965,364.67
sh000001,1992/2/28,364.15,364.66,362.45,364.67,9862000,26401900,0.006097393,365.39
sh000001,1992/3/2,365.15,365.39,364.66,365.39,3405000,5644300,0.002001865,367.25
sh000001,1992/3/3,366.79,367,365.39,367.25,2989000,3366100,0.004406251,368.28
sh000001,1992/3/4,367.56,368.32,366.95,368.28,5614000,10365300,0.00359673,369.88
sh000001,1992/3/5,369.31,369.76,368.11,369.88,8360000,14928600,0.003909644,371.76
sh000001,1992/3/6,370.79,371.76,369.76,371.76,5237000,9958400,0.005408914,374.06
