time,max
2015/1/7,3374.9
2015/1/6,3394.22
2015/1/5,3369.28
2014/12/31,3239.36
2014/12/30,3190.3
2014/12/29,3223.86
2014/12/26,3164.16
2014/12/25,3073.35
2014/12/24,3050.51
2014/12/23,3136.84
2014/12/22,3189.87
2014/12/19,3117.53
2014/12/18,3089.79
2014/12/17,3076.6
2014/12/16,3021.9
2014/12/15,2960.23
2014/12/12,2962.51
2014/12/11,2965.68
2014/12/10,2946.71
2014/12/9,3091.32
2014/12/8,3041.66
2014/12/5,2978.03
2014/12/4,2900.51
2014/12/3,2824.18
2014/12/2,2777.37
2014/12/1,2720.74
2014/11/28,2683.18
2014/11/27,2631.4
2014/11/26,2605.07
2014/11/25,2568.38
2014/11/24,2546.75
2014/11/21,2488.2
2014/11/20,2458.32
2014/11/19,2461.49
2014/11/18,2477.05
2014/11/17,2508.77
2014/11/14,2481.03
2014/11/13,2507.74
2014/11/12,2494.92
2014/11/11,2508.62
2014/11/10,2474.16
2014/11/7,2454.42
2014/11/6,2426.89
2014/11/5,2434.36
2014/11/4,2435.22
2014/11/3,2436.79
2014/10/31,2423.6
2014/10/30,2397.26
2014/10/29,2381.64
2014/10/28,2338.28
2014/10/27,2293.64
2014/10/24,2314.88
2014/10/23,2329.93
2014/10/22,2352.12
2014/10/21,2361.65
2014/10/20,2357.51
2014/10/17,2360.6
2014/10/16,2389.68
2014/10/15,2374.81
2014/10/14,2380.52
2014/10/13,2366.86
2014/10/10,2386.28
2014/10/9,2391.35
2014/10/8,2382.79
2014/9/30,2365.49
2014/9/29,2363.06
2014/9/26,2350.11
2014/9/25,2365.15
2014/9/24,2345.75
2014/9/23,2311.53
2014/9/22,2323.55
2014/9/19,2331.56
2014/9/18,2319.88
2014/9/17,2309.05
2014/9/16,2347.94
2014/9/15,2340.45
2014/9/12,2331.95
2014/9/11,2343.6
2014/9/10,2321.91
2014/9/9,2331.92
2014/9/5,2327.56
2014/9/4,2307.7
2014/9/3,2290.55
2014/9/2,2267.51
2014/9/1,2236.29
2014/8/29,2218.7
2014/8/28,2219.47
2014/8/27,2216.67
2014/8/26,2232.79
2014/8/25,2241.55
2014/8/22,2243.3
2014/8/21,2240.08
2014/8/20,2248.94
2014/8/19,2246.02
2014/8/18,2242.04
2014/8/15,2230.87
2014/8/14,2230.89
2014/8/13,2230.99
2014/8/12,2222.98
2014/8/11,2225.96
2014/8/8,2199.58
2014/8/7,2220.57
2014/8/6,2223.89
2014/8/5,2226.84
2014/8/4,2224.07
2014/8/1,2218.79
2014/7/31,2202.13
2014/7/30,2194.57
2014/7/29,2193.52
2014/7/28,2181.5
2014/7/25,2127.22
2014/7/24,2107.95
2014/7/23,2088.19
2014/7/22,2078.09
2014/7/21,2061.82
2014/7/18,2067.23
2014/7/17,2062.89
2014/7/16,2075.49
2014/7/15,2070.36
2014/7/14,2067.34
2014/7/11,2051.74
2014/7/10,2045.53
2014/7/9,2062.47
2014/7/8,2064.43
2014/7/7,2064.04
2014/7/4,2065.08
2014/7/3,2066.64
2014/7/2,2060.6
2014/7/1,2052.64
2014/6/30,2052.34
2014/6/27,2043.98
2014/6/26,2040.75
2014/6/25,2030.62
2014/6/24,2034.71
2014/6/23,2033.32
2014/6/20,2027.15
2014/6/19,2059.26
2014/6/18,2066.91
2014/6/17,2080.48
2014/6/16,2087.32
2014/6/13,2073.6
2014/6/12,2057.11
2014/6/11,2056.63
2014/6/10,2052.77
2014/6/9,2045.26
2014/6/6,2041.57
2014/6/5,2041.7
2014/6/4,2038.48
2014/6/3,2049.58
2014/5/30,2046.96
2014/5/29,2057.08
2014/5/28,2052.66
2014/5/27,2044.15
2014/5/26,2045.38
2014/5/23,2034.57
2014/5/22,2041.96
2014/5/21,2025.19
2014/5/20,2018.16
2014/5/19,2023.27
2014/5/16,2027.76
2014/5/15,2047.32
2014/5/14,2056.57
2014/5/13,2061.06
2014/5/12,2055.51
2014/5/9,2020.45
2014/5/8,2036.94
2014/5/7,2024.63
2014/5/6,2038.71
2014/5/5,2028.96
2014/4/30,2029.54
2014/4/29,2021.68
2014/4/28,2035.99
2014/4/25,2065.64
2014/4/24,2075.76
2014/4/23,2076.35
2014/4/22,2073.66
2014/4/21,2103.08
2014/4/18,2099.64
2014/4/17,2110.72
2014/4/16,2112.05
2014/4/15,2125.9
2014/4/14,2134.43
2014/4/11,2138.65
2014/4/10,2146.67
2014/4/9,2108.75
2014/4/8,2102.45
2014/4/4,2060.1
2014/4/3,2066.01
2014/4/2,2060.78
2014/4/1,2050.68
2014/3/31,2048.13
2014/3/28,2060.13
2014/3/27,2073.98
2014/3/26,2074.57
2014/3/25,2079.55
2014/3/24,2074.06
2014/3/21,2052.47
2014/3/20,2030.85
2014/3/19,2022.18
2014/3/18,2034.92
2014/3/17,2024.37
2014/3/14,2017.91
2014/3/13,2029.12
2014/3/12,2011.06
2014/3/11,2008.07
2014/3/10,2042.63
2014/3/7,2079.49
2014/3/6,2065.79
2014/3/5,2074.82
2014/3/4,2074.03
2014/3/3,2078.33
2014/2/28,2058.49
2014/2/27,2068.31
2014/2/26,2041.63
2014/2/25,2087.62
2014/2/24,2099.72
2014/2/21,2132.7
2014/2/20,2177.98
2014/2/19,2152.96
2014/2/18,2134.14
2014/2/17,2136.45
2014/2/14,2116.19
2014/2/13,2122.83
2014/2/12,2110.9
2014/2/11,2111.06
2014/2/10,2087.98
2014/2/7,2044.73
2014/1/30,2045.93
2014/1/29,2051.58
2014/1/28,2047.13
2014/1/27,2044.85
2014/1/24,2060.99
2014/1/23,2052.53
2014/1/22,2052.34
2014/1/21,2014.15
2014/1/20,2005.94
2014/1/17,2017.87
2014/1/16,2034.71
2014/1/15,2027.41
2014/1/14,2027.43
2014/1/13,2027.18
2014/1/10,2029.3
2014/1/9,2057.2
2014/1/8,2062.95
2014/1/7,2052.28
2014/1/6,2078.68
2014/1/3,2102.17
2014/1/2,2113.11
2013/12/31,2120.27
2013/12/30,2112.01
2013/12/27,2110.36
2013/12/26,2102.66
2013/12/25,2107.23
2013/12/24,2111.81
2013/12/23,2099.52
2013/12/20,2131.74
2013/12/19,2159.14
2013/12/18,2156.59
2013/12/17,2165.54
2013/12/16,2201.7
2013/12/13,2204.64
2013/12/12,2214.55
2013/12/11,2228.63
2013/12/10,2250.5
2013/12/9,2249.17
2013/12/6,2248.15
2013/12/5,2255.26
2013/12/4,2260.87
2013/12/3,2227.93
2013/12/2,2231.92
2013/11/29,2224.94
2013/11/28,2234.39
2013/11/27,2207.62
2013/11/26,2192.58
2013/11/25,2209.15
2013/11/22,2211.07
2013/11/21,2206.53
2013/11/20,2207.11
2013/11/19,2203.3
2013/11/18,2198.32
2013/11/15,2153.21
2013/11/14,2102.38
2013/11/13,2117.91
2013/11/12,2127.94
2013/11/11,2117.28
2013/11/8,2128.58
2013/11/7,2141.6
2013/11/6,2166.17
2013/11/5,2158.15
2013/11/4,2160.58
2013/11/1,2157.31
2013/10/31,2155.51
2013/10/30,2161.94
2013/10/29,2163.66
2013/10/28,2140.96
2013/10/25,2170.61
2013/10/24,2183.41
2013/10/23,2226.85
2013/10/22,2227.34
2013/10/21,2230.29
2013/10/18,2203.29
2013/10/17,2211.03
2013/10/16,2228.11
2013/10/15,2240.25
2013/10/14,2242.98
2013/10/11,2228.87
2013/10/10,2214.59
2013/10/9,2212.35
2013/10/8,2200.02
2013/9/30,2176.3
2013/9/27,2165.78
2013/9/26,2192.23
2013/9/25,2217.97
2013/9/24,2219.54
2013/9/23,2223.07
2013/9/18,2195.9
2013/9/17,2230.93
2013/9/16,2248.47
2013/9/13,2259.42
2013/9/12,2270.27
2013/9/11,2258.08
2013/9/10,2238.55
2013/9/9,2218.53
2013/9/6,2143.24
2013/9/5,2127.86
2013/9/4,2133
2013/9/3,2123.85
2013/9/2,2108.68
2013/8/30,2114.39
2013/8/29,2110.89
2013/8/28,2113.82
2013/8/27,2105.38
2013/8/26,2097.34
2013/8/23,2079.85
2013/8/22,2083.33
2013/8/21,2076.32
2013/8/20,2098.98
2013/8/19,2091.13
2013/8/16,2198.85
2013/8/15,2108.41
2013/8/14,2122.97
2013/8/13,2106.4
2013/8/12,2102.35
2013/8/9,2061.71
2013/8/8,2058.56
2013/8/7,2069.56
2013/8/6,2066.74
2013/8/5,2050.91
2013/8/2,2047.08
2013/8/1,2029.93
2013/7/31,2015.47
2013/7/30,2006.23
2013/7/29,1997.84
2013/7/26,2021.57
2013/7/25,2045.37
2013/7/24,2042.77
2013/7/23,2051.53
2013/7/22,2005.47
2013/7/19,2035.22
2013/7/18,2043.37
2013/7/17,2075.81
2013/7/16,2066.36
2013/7/15,2076.67
2013/7/12,2074.86
2013/7/11,2092.87
2013/7/10,2009.36
2013/7/9,1969.15
2013/7/8,1983.22
2013/7/5,2021.54
2013/7/4,2022.14
2013/7/3,1996.54
2013/7/2,2007.62
2013/7/1,1995.92
2013/6/28,1987.98
2013/6/27,1980.54
2013/6/26,1959.16
2013/6/25,1963.57
2013/6/24,2068.86
2013/6/21,2085.86
2013/6/20,2132.81
2013/6/19,2150.82
2013/6/18,2161.68
2013/6/17,2169.36
2013/6/14,2163.85
2013/6/13,2190.1
2013/6/7,2250.63
2013/6/6,2266.69
2013/6/5,2276.87
2013/6/4,2297.1
2013/6/3,2313.43
2013/5/31,2325.53
2013/5/30,2325.72
2013/5/29,2334.34
2013/5/28,2322.1
2013/5/27,2301.7
2013/5/24,2292.6
2013/5/23,2304.95
2013/5/22,2314.18
2013/5/21,2305.3
2013/5/20,2309.39
2013/5/17,2288.09
2013/5/16,2252.87
2013/5/15,2225.19
2013/5/14,2239.93
2013/5/13,2250.85
2013/5/10,2247.67
2013/5/9,2247.86
2013/5/8,2255.21
2013/5/7,2240.26
2013/5/6,2236.07
2013/5/3,2222.81
2013/5/2,2179.65
2013/4/26,2210.58
2013/4/25,2224.63
2013/4/24,2226.12
2013/4/23,2242.62
2013/4/22,2245.12
2013/4/19,2250.11
2013/4/18,2206.03
2013/4/17,2197.51
2013/4/16,2196.43
2013/4/15,2204.99
2013/4/12,2226.26
2013/4/11,2242.48
2013/4/10,2233.04
2013/4/9,2234.73
2013/4/8,2212.59
2013/4/3,2241.34
2013/4/2,2253.42
2013/4/1,2243.95
2013/3/29,2246.87
2013/3/28,2273.55
2013/3/27,2323.48
2013/3/26,2319.99
2013/3/25,2344.89
2013/3/22,2332
2013/3/21,2330.81
2013/3/20,2317.86
2013/3/19,2261.31
2013/3/18,2276.05
2013/3/15,2312.08
2013/3/14,2276.22
2013/3/13,2286.33
2013/3/12,2333.29
2013/3/11,2320.96
2013/3/8,2333.67
2013/3/7,2352.02
2013/3/6,2351.44
2013/3/5,2328.14
2013/3/4,2333.54
2013/3/1,2369.65
2013/2/28,2366.16
2013/2/27,2324.63
2013/2/26,2340.71
2013/2/25,2338.78
2013/2/22,2330.88
2013/2/21,2378.82
2013/2/20,2397.94
2013/2/19,2427.08
2013/2/18,2444.8
2013/2/8,2443.03
2013/2/7,2433.89
2013/2/6,2441.73
2013/2/5,2437.42
2013/2/4,2440.38
2013/2/1,2421.15
2013/1/31,2391.82
2013/1/30,2383.76
2013/1/29,2363.8
2013/1/28,2346.92
2013/1/25,2308.38
2013/1/24,2362.94
2013/1/23,2325.12
2013/1/22,2335.81
2013/1/21,2329.58
2013/1/18,2324.51
2013/1/17,2305.6
2013/1/16,2326.76
2013/1/15,2332.78
2013/1/14,2317.62
2013/1/11,2290.21
2013/1/10,2295.48
2013/1/9,2283.9
2013/1/8,2289.14
2013/1/7,2293.32
2013/1/4,2296.11
2012/12/31,2269.51
2012/12/28,2234.87
2012/12/27,2234.72
2012/12/26,2220.48
2012/12/25,2220.26
2012/12/24,2170.39
2012/12/21,2190.4
2012/12/20,2174.82
2012/12/19,2175.4
2012/12/18,2183.71
2012/12/17,2169.57
2012/12/14,2152.5
2012/12/13,2081.36
2012/12/12,2085.93
2012/12/11,2088.64
2012/12/10,2087.01
2012/12/7,2065.75
2012/12/6,2036.61
2012/12/5,2040.6
2012/12/4,1980.12
2012/12/3,1988.19
2012/11/30,1983.42
2012/11/29,1980.56
2012/11/28,1984.86
2012/11/27,2014.21
2012/11/26,2027.27
2012/11/23,2034.88
2012/11/22,2023.09
2012/11/21,2031.15
2012/11/20,2023.61
2012/11/19,2018.38
2012/11/16,2028.69
2012/11/15,2053.56
2012/11/14,2056.49
2012/11/13,2078.13
2012/11/12,2079.57
2012/11/9,2077.23
2012/11/8,2092.57
2012/11/7,2112.63
2012/11/6,2114.79
2012/11/5,2123.33
2012/11/2,2119.22
2012/11/1,2109.5
2012/10/31,2070.48
2012/10/30,2075.91
2012/10/29,2068.24
2012/10/26,2102.16
2012/10/25,2128.74
2012/10/24,2124
2012/10/23,2136.22
2012/10/22,2138.03
2012/10/19,2136.87
2012/10/18,2137.69
2012/10/17,2113.16
2012/10/16,2111.78
2012/10/15,2107.2
2012/10/12,2127.31
2012/10/11,2117.84
2012/10/10,2121.99
2012/10/9,2119.34
2012/10/8,2096.26
2012/9/28,2089.63
2012/9/27,2068.07
2012/9/26,2033.04
2012/9/25,2039.1
2012/9/24,2040.85
2012/9/21,2041.95
2012/9/20,2060.31
2012/9/19,2069.95
2012/9/18,2074.76
2012/9/17,2121.58
2012/9/14,2136.23
2012/9/13,2130.08
2012/9/12,2137.89
2012/9/11,2127.52
2012/9/10,2140.17
2012/9/7,2145
2012/9/6,2052.95
2012/9/5,2048.32
2012/9/4,2063.82
2012/9/3,2066.78
2012/8/31,2059.3
2012/8/30,2060.19
2012/8/29,2073.95
2012/8/28,2083.96
2012/8/27,2085.37
2012/8/24,2109.82
2012/8/23,2118.74
2012/8/22,2121.15
2012/8/21,2124.2
2012/8/20,2110.78
2012/8/17,2120.71
2012/8/16,2122.68
2012/8/15,2139.14
2012/8/14,2144.01
2012/8/13,2164.04
2012/8/10,2176.8
2012/8/9,2175.55
2012/8/8,2168.73
2012/8/7,2159.68
2012/8/6,2158.68
2012/8/3,2133.27
2012/8/2,2126.46
2012/8/1,2130.71
2012/7/31,2116.9
2012/7/30,2137.74
2012/7/27,2139.15
2012/7/26,2147.66
2012/7/25,2151.45
2012/7/24,2158.95
2012/7/23,2154.17
2012/7/20,2185.73
2012/7/19,2197.79
2012/7/18,2170.3
2012/7/17,2165.34
2012/7/16,2188.06
2012/7/13,2198.66
2012/7/12,2197.04
2012/7/11,2176.49
2012/7/10,2178.2
2012/7/9,2216.7
2012/7/6,2227.47
2012/7/5,2218.22
2012/7/4,2239.27
2012/7/3,2244.83
2012/7/2,2234.87
2012/6/29,2226.49
2012/6/28,2224.16
2012/6/27,2233.54
2012/6/26,2229.24
2012/6/25,2253.51
2012/6/21,2288.45
2012/6/20,2304.46
2012/6/19,2313.46
2012/6/18,2325.05
2012/6/15,2314.24
2012/6/14,2314.59
2012/6/13,2319.71
2012/6/12,2298.95
2012/6/11,2311.77
2012/6/8,2306.88
2012/6/7,2328.67
2012/6/6,2323.11
2012/6/5,2323.3
2012/6/4,2348.2
2012/6/1,2388.09
2012/5/31,2382.99
2012/5/30,2391.69
2012/5/29,2393.28
2012/5/28,2361.74
2012/5/25,2355.81
2012/5/24,2373.06
2012/5/23,2378.08
2012/5/22,2374.06
2012/5/21,2360.39
2012/5/18,2369.6
2012/5/17,2383.31
2012/5/16,2372.03
2012/5/15,2376.59
2012/5/14,2411.27
2012/5/11,2415.98
2012/5/10,2419.12
2012/5/9,2432.47
2012/5/8,2451.6
2012/5/7,2451.95
2012/5/4,2453.73
2012/5/3,2441.95
2012/5/2,2446.35
2012/4/27,2408.42
2012/4/26,2414.75
2012/4/25,2411.42
2012/4/24,2415.75
2012/4/23,2411.51
2012/4/20,2407.29
2012/4/19,2386.98
2012/4/18,2383.64
2012/4/17,2363.01
2012/4/16,2364.11
2012/4/13,2369.7
2012/4/12,2351.06
2012/4/11,2319.05
2012/4/10,2306.39
2012/4/9,2304.65
2012/4/6,2309.64
2012/4/5,2303.82
2012/3/30,2266.21
2012/3/29,2280.96
2012/3/28,2341.42
2012/3/27,2363.77
2012/3/26,2358
2012/3/23,2371.26
2012/3/22,2386.1
2012/3/21,2396.72
2012/3/20,2407.54
2012/3/19,2412.34
2012/3/16,2406.15
2012/3/15,2403.74
2012/3/14,2476.22
2012/3/13,2457.22
2012/3/12,2440.86
2012/3/9,2440.51
2012/3/8,2426.7
2012/3/7,2413.7
2012/3/6,2442
2012/3/5,2469.84
2012/3/2,2461.12
2012/3/1,2437.87
2012/2/29,2453.07
2012/2/28,2458.65
2012/2/27,2478.38
2012/2/24,2439.98
2012/2/23,2416.81
2012/2/22,2404.44
2012/2/21,2382.15
2012/2/20,2388.01
2012/2/17,2372.51
2012/2/16,2373.8
2012/2/15,2374.28
2012/2/14,2352.47
2012/2/13,2365.34
2012/2/10,2368.98
2012/2/9,2363.61
2012/2/8,2350.97
2012/2/7,2319.71
2012/2/6,2341.58
2012/2/3,2336.27
2012/2/2,2312.56
2012/2/1,2305.86
2012/1/31,2296.38
2012/1/30,2324.49
2012/1/20,2322.89
2012/1/19,2305.71
2012/1/18,2311.58
2012/1/17,2298.38
2012/1/16,2241.26
2012/1/13,2281.53
2012/1/12,2295.22
2012/1/11,2290.64
2012/1/10,2288.63
2012/1/9,2226.22
2012/1/6,2164.32
2012/1/5,2183.4
2012/1/4,2217.52
2011/12/30,2200.99
2011/12/29,2181.96
2011/12/28,2170.67
2011/12/27,2196.97
2011/12/26,2213.45
2011/12/23,2219.79
2011/12/22,2201.59
2011/12/21,2237.47
2011/12/20,2239.86
2011/12/19,2221.45
2011/12/16,2225.54
2011/12/15,2216.91
2011/12/14,2256.74
2011/12/13,2285.81
2011/12/12,2315.81
2011/12/9,2331.26
2011/12/8,2346.65
2011/12/7,2339.85
2011/12/6,2331.89
2011/12/5,2363.13
2011/12/2,2378.3
2011/12/1,2423.56
2011/11/30,2407.33
2011/11/29,2413.33
2011/11/28,2396.83
2011/11/25,2403.94
2011/11/24,2409.72
2011/11/23,2418.56
2011/11/22,2414.85
2011/11/21,2419.24
2011/11/18,2448.51
2011/11/17,2482.53
2011/11/16,2529.46
2011/11/15,2534.06
2011/11/14,2529.63
2011/11/11,2496.53
2011/11/10,2507.45
2011/11/9,2527.7
2011/11/8,2524.82
2011/11/7,2536.18
2011/11/4,2536.78
2011/11/3,2535.24
2011/11/2,2505.12
2011/11/1,2491.36
2011/10/31,2478.31
2011/10/28,2483.76
2011/10/27,2449.7
2011/10/26,2448.98
2011/10/25,2414.05
2011/10/24,2371.09
2011/10/21,2340.32
2011/10/20,2368.64
2011/10/19,2401.69
2011/10/18,2425.65
2011/10/17,2452.99
2011/10/14,2437.59
2011/10/13,2439.64
2011/10/12,2421.69
2011/10/11,2412.38
2011/10/10,2368.15
2011/9/30,2377.54
2011/9/29,2387.54
2011/9/28,2430.27
2011/9/27,2423.91
2011/9/26,2441.73
2011/9/23,2440.75
2011/9/22,2499.98
2011/9/21,2517.67
2011/9/20,2460.03
2011/9/19,2469.6
2011/9/16,2499.48
2011/9/15,2496.57
2011/9/14,2485.93
2011/9/13,2477.08
2011/9/9,2528.42
2011/9/8,2524.38
2011/9/7,2516.75
2011/9/6,2482.24
2011/9/5,2510.1
2011/9/2,2557.31
2011/9/1,2584.8
2011/8/31,2574.42
2011/8/30,2615.14
2011/8/29,2595.47
2011/8/26,2616.64
2011/8/25,2616.3
2011/8/24,2569.28
2011/8/23,2554.18
2011/8/22,2553.42
2011/8/19,2538.27
2011/8/18,2603.49
2011/8/17,2617.17
2011/8/16,2636.36
2011/8/15,2627.1
2011/8/12,2605.45
2011/8/11,2582.16
2011/8/10,2579.16
2011/8/9,2537.41
2011/8/8,2614.19
2011/8/5,2644.58
2011/8/4,2698.82
2011/8/3,2688.07
2011/8/2,2689.97
2011/8/1,2712.89
2011/7/29,2721.53
2011/7/28,2712.09
2011/7/27,2726.8
2011/7/26,2704.94
2011/7/25,2759.63
2011/7/22,2782.17
2011/7/21,2799.85
2011/7/20,2817.29
2011/7/19,2809.32
2011/7/18,2826.96
2011/7/15,2821.34
2011/7/14,2811.7
2011/7/13,2797.27
2011/7/12,2783.72
2011/7/11,2807.32
2011/7/8,2807.38
2011/7/7,2825.12
2011/7/6,2811.82
2011/7/5,2818.14
2011/7/4,2813.27
2011/7/1,2778.67
2011/6/30,2774.37
2011/6/29,2759.23
2011/6/28,2763.28
2011/6/27,2769.04
2011/6/24,2759.71
2011/6/23,2693.42
2011/6/22,2657.73
2011/6/21,2648.02
2011/6/20,2637.88
2011/6/17,2675.03
2011/6/16,2691.94
2011/6/15,2730.48
2011/6/14,2735.55
2011/6/13,2703.42
2011/6/10,2707.74
2011/6/9,2747.33
2011/6/8,2754.12
2011/6/7,2745.77
2011/6/3,2732.43
2011/6/2,2728
2011/6/1,2744.56
2011/5/31,2744.93
2011/5/30,2728.06
2011/5/27,2746.84
2011/5/26,2764.89
2011/5/25,2771.18
2011/5/24,2771.75
2011/5/23,2853.29
2011/5/20,2866.76
2011/5/19,2884.14
2011/5/18,2877.43
2011/5/17,2869.23
2011/5/16,2877.09
2011/5/13,2871.99
2011/5/12,2876.45
2011/5/11,2897.14
2011/5/10,2891.03
2011/5/9,2885.18
2011/5/6,2881.71
2011/5/5,2880.13
2011/5/4,2916.97
2011/5/3,2933.46
2011/4/29,2913.56
2011/4/28,2953.19
2011/4/27,2961.13
2011/4/26,2970.28
2011/4/25,3003.61
2011/4/22,3032.97
2011/4/21,3035.47
2011/4/20,3019.12
2011/4/19,3038.81
2011/4/18,3067.46
2011/4/15,3062.53
2011/4/14,3058.24
2011/4/13,3050.4
2011/4/12,3039.12
2011/4/11,3059.57
2011/4/8,3031.1
2011/4/7,3012.29
2011/4/6,3005.24
2011/4/1,2967.85
2011/3/31,2961.63
2011/3/30,2968.18
2011/3/29,2994.17
2011/3/28,3005.78
2011/3/25,2985.08
2011/3/24,2958.66
2011/3/23,2950.42
2011/3/22,2923.39
2011/3/21,2927.07
2011/3/18,2930.61
2011/3/17,2935.63
2011/3/16,2934.02
2011/3/15,2927.98
2011/3/14,2939.65
2011/3/11,2966.98
2011/3/10,2995.77
2011/3/9,3012.04
2011/3/8,3001.62
2011/3/7,3000.43
2011/3/4,2944.46
2011/3/3,2937.56
2011/3/2,2924.96
2011/3/1,2931.58
2011/2/28,2906.17
2011/2/25,2890.32
